model,dataset,k,cv,purity,nmi,td,seed,runtime_seconds,status,error,evaluation_protocol,top_n,cv_source,td_definition,assignment_source,topic_source
sbert_minilm,search_snippets,50,0.4538606,0.8397893030794166,0.4835034117670396,0.8413333333333334,42,94.166,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,search_snippets,100,0.4419637,0.863776337115073,0.46557463650650777,0.7893333333333333,42,154.258,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,stack_overflow,50,0.44669559999999997,0.743,0.6276654888976732,0.376,42,72.104,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,stack_overflow,100,0.4390864,0.7584,0.5836801640182575,0.404,42,129.912,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,biomedical,50,0.5516422,0.5507,0.4246414523939157,0.452,42,69.144,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,biomedical,100,0.5439849,0.54515,0.3976923383278887,0.4533333333333333,42,108.806,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,google_news_ts,50,0.4583532,0.6529840669727248,0.8565482789935146,0.9093333333333333,42,90.125,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,google_news_ts,100,0.45065449999999996,0.8392294535961833,0.9126910874604021,0.8133333333333334,42,167.679,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,google_news_t,50,0.42321640000000005,0.5761613251710479,0.7741459196327767,0.9013333333333333,42,95.444,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,google_news_t,100,0.4171216,0.7736766294562477,0.8495688832527547,0.808,42,186.578,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,google_news_s,50,0.46896160000000003,0.6167626935541952,0.821384213406533,0.9026666666666666,42,95.062,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,google_news_s,100,0.445903,0.7921317969031328,0.8700862242409452,0.8013333333333333,42,167.243,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,tweet,50,0.40223640000000005,0.81957928802589,0.8552634881688073,0.8746666666666667,42,97.6,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,tweet,100,,0.9219255663430421,0.8687839858005512,0.7773333333333333,42,168.291,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_20ng,50,0.43018500000000004,0.6093070147511408,0.5197334742157516,0.43333333333333335,42,201.409,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_20ng,100,0.4265246,0.6449113870317309,0.5074884147491167,0.4033333333333333,42,327.193,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_imdb,50,0.3234492,0.70294,0.05474813523173438,0.156,42,449.907,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_imdb,100,,0.71444,0.05257240803039988,0.15066666666666667,42,711.013,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_agnews,50,0.4491946,0.83672,0.34740170211424193,0.796,42,123.471,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_agnews,100,0.43796300000000005,0.83928,0.3136423912323638,0.7213333333333334,42,186.687,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_search_snippets,50,0.458476,0.8536684561574752,0.49271712914095095,0.8786666666666667,42,99.829,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_search_snippets,100,0.43896219999999997,0.8591182690743452,0.46329314156541834,0.766,42,161.305,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_google_news,50,0.4263154,0.5881658952718033,0.787266968051007,0.9133333333333333,42,101.086,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_minilm,hicot_google_news,100,0.41029780000000005,0.7830111625374353,0.8588890706699353,0.8046666666666666,42,185.247,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,20ng,50,,0.612225405921681,0.5178093759263565,0.128,42,257.559,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,20ng,100,,0.6264989918285048,0.4931688244554725,0.14266666666666666,42,283.302,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,imdb,50,0.4535498,0.7077,0.06024187576829165,0.036,42,723.814,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,imdb,100,0.4567199,0.72184,0.057354134082218816,0.024,42,782.336,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,agnews_short,50,0.464285,0.8545,0.36689548871560224,0.8426666666666667,42,93.186,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,agnews_short,100,0.45250860000000004,0.86425,0.3387507040842704,0.7793333333333333,42,155.923,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,search_snippets,50,0.4513086,0.8364667747163695,0.47995247289663323,0.8546666666666667,42,116.433,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,search_snippets,100,0.44208240000000004,0.8484602917341977,0.4509988142398365,0.7746666666666666,42,188.158,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,stack_overflow,50,0.4427882,0.74345,0.6355105627116305,0.35333333333333333,42,90.179,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,stack_overflow,100,0.4441559,0.7475,0.5808008274259902,0.3913333333333333,42,156.523,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,biomedical,50,0.5528854,0.5242,0.40605462470070325,0.452,42,95.874,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,biomedical,100,0.5538281,0.5299,0.3939151047692384,0.466,42,137.432,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,google_news_ts,50,0.4646606,0.6302997569538212,0.8598485282901895,0.9133333333333333,42,108.625,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,google_news_ts,100,0.4488568,0.8488612836438924,0.9211497059538143,0.8253333333333334,42,183.499,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,google_news_t,50,0.4262164,0.5956967951026287,0.8007491907505725,0.9133333333333333,42,101.214,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,google_news_t,100,0.4158885,0.784029528267915,0.8621384007287239,0.8226666666666667,42,203.028,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,google_news_s,50,0.4687346,0.6218041051494418,0.8293158852059279,0.912,42,103.909,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,google_news_s,100,0.4454376,0.8077061577241628,0.8808617700719111,0.8166666666666667,42,196.52,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,tweet,50,0.3982806,0.8394012944983819,0.8868231309819253,0.8973333333333333,42,102.827,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,tweet,100,,0.9251618122977346,0.8674860792651369,0.786,42,180.051,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_20ng,50,0.4287972,0.6184336198662846,0.5359893646375778,0.4493333333333333,42,279.876,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_20ng,100,0.42436349999999995,0.6446460787435,0.5107660858263818,0.414,42,419.976,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_imdb,50,0.32318579999999997,0.70336,0.059934721118906284,0.136,42,656.473,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_imdb,100,,0.7204,0.05676499156612342,0.142,42,948.482,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_agnews,50,0.4616946,0.846,0.35832343740787004,0.7933333333333333,42,124.703,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_agnews,100,0.4348433,0.85496,0.33146063730902225,0.6926666666666667,42,196.84,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_search_snippets,50,0.45338700000000004,0.8488693671709777,0.49621176333248296,0.8466666666666667,42,107.27,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_search_snippets,100,0.44425370000000003,0.867414999186595,0.46558021524382226,0.756,42,179.804,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_google_news,50,0.4221374,0.6192939468191306,0.812293688347776,0.9066666666666666,42,100.119,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_mpnet,hicot_google_news,100,0.41584350000000003,0.7772030129775842,0.8605511788086577,0.7933333333333333,42,205.008,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,20ng,50,0.47197224489795925,0.612490714209912,0.5203678805117603,0.11333333333333333,42,309.31,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,20ng,100,0.4797332323232323,0.6359970285471718,0.493989725302097,0.13666666666666666,42,327.598,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,imdb,50,0.4544294,0.87384,0.1649736921748905,0.04,42,961.477,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,imdb,100,0.4549588,0.88834,0.15063701498930662,0.02666666666666667,42,1019.471,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,agnews_short,50,0.4651148,0.83225,0.348979033438047,0.8213333333333334,42,105.251,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,agnews_short,100,0.45805219999999996,0.855625,0.32716154170117057,0.738,42,169.498,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,search_snippets,50,0.4449606,0.7773905996758509,0.4353452280789434,0.8333333333333334,42,131.111,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,search_snippets,100,0.439848,0.8213938411669368,0.4296552246293762,0.7413333333333333,42,206.31,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,stack_overflow,50,0.4486178,0.8589,0.7296156413764997,0.37733333333333335,42,95.059,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,stack_overflow,100,0.4373792,0.87235,0.6740705808437663,0.342,42,161.929,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,biomedical,50,0.5332562,0.5204,0.39800123707933127,0.38533333333333336,42,113.548,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,biomedical,100,0.5312870000000001,0.534,0.3812886728506903,0.39,42,148.002,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,google_news_ts,50,0.4577722,0.6667566837699163,0.8661039226854251,0.9106666666666666,42,132.263,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,google_news_ts,100,0.44582140000000003,0.8325681879557116,0.9091939897889998,0.8153333333333334,42,210.066,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,google_news_t,50,0.42944879999999996,0.5970471732084984,0.7791462325530543,0.9213333333333333,42,106.801,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,google_news_t,100,0.41220860000000004,0.7888908894490457,0.8556117488978733,0.8106666666666666,42,203.176,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,google_news_s,50,0.45836140000000003,0.6240547353258913,0.822974340129395,0.8893333333333333,42,128.903,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,google_news_s,100,0.4484923,0.7931220741807706,0.8717125705374131,0.8026666666666666,42,203.76,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,tweet,50,0.40503,0.8098705501618123,0.848711791610822,0.8626666666666667,42,97.943,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,tweet,100,0.39933480000000005,0.9142394822006472,0.862304242782915,0.7793333333333333,42,181.936,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_20ng,50,0.4319914,0.6439562771940995,0.5456783989339506,0.43066666666666664,42,360.285,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_20ng,100,0.4285227,0.6645972620184655,0.5200453500097727,0.4106666666666667,42,464.32,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_imdb,50,0.32542160000000003,0.806,0.11552533255568202,0.13866666666666666,42,822.247,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_imdb,100,,0.81036,0.10226029374812519,0.13,42,1118.456,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_agnews,50,0.4497748,0.82736,0.3391662089035103,0.7866666666666666,42,144.849,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_agnews,100,0.4324104,0.84896,0.32107666636755305,0.6966666666666667,42,221.397,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_search_snippets,50,0.4550978,0.7863185293639173,0.4418829941096074,0.832,42,122.644,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_search_snippets,100,0.4434794,0.8149503823003091,0.4279477579241339,0.7486666666666667,42,195.993,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_google_news,50,0.4266608,0.5983301570015428,0.7874876135349367,0.92,42,107.036,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_t5,hicot_google_news,100,0.41602890000000003,0.778927307378165,0.8514445912271575,0.8053333333333333,42,200.453,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_e5,20ng,50,0.472834081632653,0.6240581555767802,0.5276566560568724,0.11733333333333333,42,739.883,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_e5,20ng,100,0.4819283838383838,0.6410909476812056,0.5049898550241096,0.144,42,766.916,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_e5,imdb,50,0.4640642,0.91708,0.20702653493938414,0.037333333333333336,42,2274.254,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_e5,imdb,100,0.46630119999999997,0.9243,0.18441182422643473,0.022,42,2356.271,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_e5,agnews_short,50,0.4563724,0.875125,0.38508241570146756,0.8293333333333334,42,136.864,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
